ID,Case Number,Date,Block,IUCR,Primary Type,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11591888,JC147686,02/10/2018 09:00:00 AM,018XX S HARDING AVE,2820,OTHER OFFENSE,FALSE,FALSE,1014,10,24,29,08A,,,2018,02/16/2019 03:59:01 PM,,,
11587516,JC142398,01/01/2018 12:00:00 AM,024XX W HARRISON ST,1752,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,1135,11,28,28,17,,,2018,02/16/2019 03:59:01 PM,,,
11584684,JC139148,01/27/2018 01:00:00 AM,025XX N LARAMIE AVE,2851,PUBLIC PEACE VIOLATION,FALSE,FALSE,2521,25,31,19,24,,,2018,02/16/2019 03:59:01 PM,,,
11581863,JC135365,09/17/2018 10:30:00 AM,001XX S ALBANY AVE,1310,CRIMINAL DAMAGE,TRUE,FALSE,1124,11,28,27,14,,,2018,02/16/2019 03:59:01 PM,,,
11581070,JC134477,09/01/2018 12:00:00 AM,032XX W HURON ST,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,1121,11,27,23,08B,,,2018,02/16/2019 03:59:01 PM,,,
11567117,JB521283,11/15/2018 06:00:00 PM,078XX S EAST END AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,414,4,8,43,08B,,,2018,02/16/2019 03:59:01 PM,,,
11547969,JB566096,12/10/2018 12:01:00 AM,001XX W 112TH PL,1752,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,522,5,34,49,17,1177296,1830355,2018,02/16/2019 03:59:01 PM,41.68982216,-87.62654059,"(41.689822161, -87.626540588)"
11545930,JB566302,12/24/2018 04:55:00 PM,028XX W POLK ST,051A,ASSAULT,TRUE,FALSE,1135,11,28,27,04A,1157532,1896244,2018,02/16/2019 03:59:01 PM,41.87105332,-87.69711257,"(41.871053319, -87.697112565)"
11543348,JB563218,12/21/2018 08:30:00 PM,018XX N KIMBALL AVE,498,BATTERY,TRUE,TRUE,1422,14,1,22,04B,1153410,1912053,2018,02/16/2019 03:59:01 PM,41.91451761,-87.71182558,"(41.914517605, -87.711825578)"
11540061,JB559282,12/18/2018 03:00:00 PM,026XX N LAVERGNE AVE,2820,OTHER OFFENSE,TRUE,TRUE,2521,25,31,19,08A,1142600,1917289,2018,02/16/2019 03:59:01 PM,41.92909383,-87.75140982,"(41.929093825, -87.751409824)"
11537595,JB556385,12/16/2018 10:00:00 PM,044XX W MADISON ST,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,1113,11,28,26,08B,1146824,1899646,2018,02/16/2019 03:59:01 PM,41.88059987,-87.73633897,"(41.880599871, -87.736338968)"
11533008,JB550050,12/12/2018 11:15:00 AM,064XX N MAGNOLIA AVE,326,ROBBERY,TRUE,FALSE,2432,24,49,1,3,1166764,1942921,2018,02/16/2019 03:59:01 PM,41.99894462,-87.66187645,"(41.998944623, -87.661876448)"
11532880,JB549931,12/12/2018 09:30:00 AM,027XX W GRANVILLE AVE,2820,OTHER OFFENSE,FALSE,TRUE,2413,24,50,2,08A,1156985,1941044,2018,02/16/2019 03:59:01 PM,41.99399885,-87.69790178,"(41.993998848, -87.697901781)"
11529486,JB545514,12/07/2018 04:57:00 PM,015XX E 72ND ST,2820,OTHER OFFENSE,FALSE,TRUE,324,3,7,43,08A,1187842,1857558,2018,02/16/2019 03:59:01 PM,41.76422615,-87.58706855,"(41.76422615, -87.587068553)"
11526745,JB541708,12/05/2018 07:34:00 PM,009XX N MASSASOIT AVE,1752,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,1511,15,29,25,17,1137852,1905753,2018,02/16/2019 03:59:01 PM,41.8975248,-87.76913637,"(41.897524798, -87.769136372)"
11521798,JB535316,11/30/2018 01:59:00 PM,012XX N HUDSON AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,1821,18,27,8,08B,1173100,1908856,2018,02/16/2019 03:59:01 PM,41.90533056,-87.63958275,"(41.905330555, -87.63958275)"
11515851,JB523243,11/20/2018 12:45:00 AM,006XX E 85TH ST,1750,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,632,6,6,44,08B,1182041,1848770,2018,02/16/2019 03:59:01 PM,41.74024708,-87.60860173,"(41.740247076, -87.608601727)"
11512096,JB522188,11/19/2018 06:31:00 PM,040XX S STATE ST,452,BATTERY,TRUE,FALSE,213,2,3,38,04B,1176946,1878189,2018,02/16/2019 03:59:01 PM,41.82109211,-87.62638291,"(41.821092112, -87.626382913)"
11509058,JB518263,11/15/2018 12:00:00 AM,015XX S HARDING AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,1014,10,24,29,08B,1150300,1892159,2018,02/16/2019 03:59:01 PM,41.85998762,-87.72377053,"(41.859987622, -87.723770525)"
11507971,JB516758,11/13/2018 04:15:00 PM,051XX S KIMBARK AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,234,2,4,41,08B,1185539,1871258,2018,02/16/2019 03:59:01 PM,41.80187462,-87.59507838,"(41.801874622, -87.595078376)"
11500637,JB506980,11/05/2018 08:00:00 AM,023XX N MAJOR AVE,1752,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,2515,25,36,19,17,1137999,1914910,2018,02/16/2019 03:59:01 PM,41.92265003,-87.76837492,"(41.922650031, -87.768374922)"
11492180,JB495661,10/22/2018 02:40:00 PM,038XX W MONROE ST,1752,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,1122,11,28,26,17,1150823,1899387,2018,02/16/2019 03:59:01 PM,41.87981187,-87.72166166,"(41.879811873, -87.721661659)"
11487220,JB489475,10/22/2018 10:38:00 AM,034XX W MADISON ST,3960,INTIMIDATION,TRUE,FALSE,1123,11,28,27,08A,1153392,1899803,2018,02/16/2019 03:59:01 PM,41.88090279,-87.71221753,"(41.88090279, -87.712217526)"
11485074,JB485235,10/20/2018 01:30:00 PM,070XX S DR MARTIN LUTHER KING JR DR,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,322,3,6,69,08B,1180134,1858487,2018,02/16/2019 03:59:01 PM,41.76695546,-87.61529156,"(41.766955457, -87.615291558)"
11464636,JB459632,08/24/2018 12:00:00 PM,081XX S WOLCOTT AVE,1152,DECEPTIVE PRACTICE,FALSE,FALSE,614,6,17,71,11,1165106,1850594,2018,02/16/2019 03:59:01 PM,41.74562701,-87.67059809,"(41.745627013, -87.670598085)"
11448230,JB438128,09/16/2018 04:00:00 PM,044XX N SIMONDS DR,1752,OFFENSE INVOLVING CHILDREN,TRUE,TRUE,1914,19,46,3,17,1173014,1930610,2018,02/16/2019 03:59:01 PM,41.96502626,-87.63925171,"(41.965026262, -87.639251706)"
11447472,JB437311,09/15/2018 10:00:00 PM,003XX W 106TH ST,1540,OBSCENITY,FALSE,TRUE,512,5,34,49,26,1175896,1834634,2018,02/16/2019 03:59:01 PM,41.70159578,-87.63153835,"(41.701595778, -87.631538348)"
11423767,JB405994,08/22/2018 06:00:00 PM,055XX W CONGRESS PKWY,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,1522,15,29,25,08B,1139724,1897139,2018,02/16/2019 03:59:01 PM,41.8738529,-87.76247111,"(41.873852904, -87.762471107)"
11413012,JB392267,07/14/2018 10:00:00 PM,023XX N KEYSTONE AVE,1752,OFFENSE INVOLVING CHILDREN,TRUE,TRUE,2525,25,35,20,17,1148998,1915148,2018,02/16/2019 03:59:01 PM,41.92309716,-87.72795448,"(41.923097164, -87.727954477)"
11408646,JB386289,08/09/2018 02:44:00 PM,027XX W 23RD ST,2820,OTHER OFFENSE,FALSE,TRUE,1034,10,12,30,08A,1158557,1888618,2018,02/16/2019 03:59:01 PM,41.85010588,-87.69355804,"(41.850105875, -87.693558042)"
11350135,JB310197,06/16/2018 05:00:00 AM,002XX W 95TH ST,3960,INTIMIDATION,FALSE,FALSE,634,6,21,49,08A,1176158,1841939,2018,02/16/2019 03:59:01 PM,41.72163586,-87.63036061,"(41.721635855, -87.630360614)"
11305653,JB251183,04/27/2018 03:00:00 PM,063XX S DR MARTIN LUTHER KING JR DR,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,312,3,20,69,08B,1180014,1862897,2018,02/16/2019 03:59:01 PM,41.77905969,-87.6155965,"(41.779059693, -87.615596501)"
11248507,JB175544,03/06/2018 11:25:00 AM,029XX W BLOOMINGDALE AVE,340,ROBBERY,FALSE,FALSE,1421,14,1,22,3,1156433,1911860,2018,02/16/2019 03:59:01 PM,41.91392735,-87.70072471,"(41.913927347, -87.700724705)"
11223672,JB142094,02/01/2018 11:30:00 AM,062XX S KIMBARK AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,314,3,20,42,08B,1185712,1863975,2018,02/16/2019 03:59:01 PM,41.78188541,-87.59467341,"(41.781885411, -87.594673414)"
11194267,JB102995,01/03/2018 02:25:00 PM,016XX N MILWAUKEE AVE,312,ROBBERY,FALSE,FALSE,1434,14,2,24,3,1162533,1910820,2018,02/16/2019 03:59:01 PM,41.91094786,-87.67834358,"(41.910947862, -87.678343579)"
11192634,JB100637,01/01/2018 01:30:00 PM,016XX N MILWAUKEE AVE,330,ROBBERY,FALSE,FALSE,1434,14,2,24,3,1162423,1910914,2018,02/16/2019 03:59:01 PM,41.91120811,-87.67874505,"(41.911208109, -87.678745045)"
11596410,JC153190,12/27/2018 08:00:00 PM,018XX W NORTH AVE,860,THEFT,FALSE,FALSE,1434,14,2,24,6,,,2018,02/15/2019 04:04:58 PM,,,
11596407,JC153261,12/21/2018 03:00:00 PM,011XX N CLEVELAND AVE,890,THEFT,FALSE,FALSE,1823,18,27,8,6,,,2018,02/15/2019 04:04:58 PM,,,
11596399,JC153202,01/03/2018 12:01:00 AM,011XX N LATROBE AVE,1130,DECEPTIVE PRACTICE,FALSE,FALSE,1524,15,37,25,11,,,2018,02/15/2019 04:04:58 PM,,,
11596312,JC152014,12/14/2018 10:00:00 AM,089XX S PHILLIPS AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,423,4,7,48,11,,,2018,02/15/2019 04:04:58 PM,,,
11596113,JC152870,12/08/2018 12:28:00 AM,017XX W GREENLEAF AVE,2825,OTHER OFFENSE,FALSE,TRUE,2423,24,49,1,26,,,2018,02/15/2019 04:04:58 PM,,,
11596024,JC152411,12/21/2018 10:52:00 PM,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,FALSE,FALSE,1654,16,41,76,11,,,2018,02/15/2019 04:04:58 PM,,,
11596015,JC152745,03/15/2018 09:00:00 AM,057XX W WASHINGTON BLVD,1120,DECEPTIVE PRACTICE,FALSE,FALSE,1512,15,29,25,10,,,2018,02/15/2019 04:04:58 PM,,,
11595961,JC152451,11/01/2018 07:55:00 PM,017XX W BEACH AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1433,14,2,24,11,,,2018,02/15/2019 04:04:58 PM,,,
11595960,JC151978,12/22/2018 07:00:00 PM,018XX W 115TH ST,820,THEFT,FALSE,FALSE,2234,22,34,75,6,,,2018,02/15/2019 04:04:58 PM,,,
11595913,JC152746,12/18/2018 05:30:00 PM,083XX S PULASKI RD,4387,OTHER OFFENSE,FALSE,TRUE,834,8,18,70,26,,,2018,02/15/2019 04:04:58 PM,,,
11595891,JC151657,07/01/2018 12:00:00 PM,056XX S WOOD ST,583,STALKING,FALSE,TRUE,715,7,15,67,08A,,,2018,02/15/2019 04:04:58 PM,,,
11595864,JC152663,08/25/2018 12:01:00 AM,030XX W FULTON BLVD,1153,DECEPTIVE PRACTICE,FALSE,TRUE,1222,12,27,27,11,,,2018,02/15/2019 04:04:58 PM,,,
11595773,JC152214,12/27/2018 05:00:00 PM,092XX S LOWE AVE,810,THEFT,FALSE,FALSE,2223,22,21,73,6,,,2018,02/15/2019 04:04:58 PM,,,
11595751,JC152498,12/21/2018 11:00:00 AM,009XX E 84TH ST,820,THEFT,FALSE,FALSE,632,6,8,44,6,,,2018,02/15/2019 04:04:58 PM,,,
11595738,JC152270,11/05/2018 09:00:00 AM,042XX S ASHLAND AVE,1154,DECEPTIVE PRACTICE,FALSE,FALSE,924,9,12,61,11,,,2018,02/15/2019 04:04:58 PM,,,
11595693,JC152413,11/13/2018 12:00:00 PM,058XX N ST LOUIS AVE,890,THEFT,FALSE,FALSE,1711,17,39,13,6,,,2018,02/15/2019 04:04:58 PM,,,
11595655,JC152296,08/01/2018 12:01:00 AM,016XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,131,1,3,33,11,,,2018,02/15/2019 04:04:58 PM,,,
11595640,JC152258,11/15/2018 05:00:00 PM,013XX N MASON AVE,1710,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,2531,25,29,25,20,,,2018,02/15/2019 04:04:58 PM,,,
11595634,JC152299,11/28/2018 02:00:00 PM,016XX N VINE ST,890,THEFT,FALSE,FALSE,1813,18,43,7,6,,,2018,02/15/2019 04:04:58 PM,,,
11595629,JC152177,10/03/2018 07:00:00 PM,021XX W WASHINGTON BLVD,486,BATTERY,FALSE,TRUE,1223,12,27,28,08B,,,2018,02/15/2019 04:04:58 PM,,,
11595518,JC152109,11/11/2018 12:00:00 AM,043XX N GREENVIEW AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1912,19,47,6,11,,,2018,02/15/2019 04:04:58 PM,,,
11595485,JC152146,12/13/2018 12:00:00 PM,023XX W CONGRESS PKWY,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1225,12,28,28,11,,,2018,02/15/2019 04:04:58 PM,,,
11595474,JC152040,11/17/2018 05:40:00 PM,019XX N KIMBALL AVE,1130,DECEPTIVE PRACTICE,FALSE,FALSE,1422,14,35,22,11,,,2018,02/15/2019 04:04:58 PM,,,
11595451,JC152055,11/01/2018 07:00:00 AM,036XX S ASHLAND AVE,890,THEFT,FALSE,FALSE,912,9,11,59,6,,,2018,02/15/2019 04:04:58 PM,,,
11595425,JC151875,10/22/2018 02:00:00 PM,048XX N SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,1712,17,39,14,14,,,2018,02/15/2019 04:04:58 PM,,,
11595387,JC151959,07/15/2018 10:00:00 AM,043XX W VAN BUREN ST,890,THEFT,FALSE,FALSE,1131,11,28,26,6,,,2018,02/15/2019 04:04:58 PM,,,
11552313,JB574089,08/13/2018 12:00:00 PM,037XX S NORMAL AVE,1195,DECEPTIVE PRACTICE,TRUE,FALSE,915,9,11,60,11,1173572,1880198,2018,02/15/2019 03:57:10 PM,41.8266805,-87.63870075,"(41.826680501, -87.638700752)"
11546860,JB567593,12/20/2018 07:15:00 AM,073XX S CRANDON AVE,560,ASSAULT,TRUE,FALSE,333,3,7,43,08A,1192815,1856814,2018,02/15/2019 03:57:10 PM,41.76206472,-87.56886584,"(41.762064717, -87.568865843)"
11543885,JB564097,12/22/2018 01:58:00 PM,061XX W FULLERTON AVE,4387,OTHER OFFENSE,TRUE,TRUE,2512,25,36,19,26,1134895,1915296,2018,02/15/2019 03:57:10 PM,41.92376481,-87.77977105,"(41.92376481, -87.779771051)"
11539603,JB558889,12/04/2018 11:00:00 AM,063XX S DR MARTIN LUTHER KING JR DR,1563,SEX OFFENSE,TRUE,TRUE,312,3,20,69,17,1180012,1862953,2018,02/15/2019 03:57:10 PM,41.77921341,-87.61560212,"(41.779213408, -87.61560212)"
11532341,JB549039,12/06/2018 11:00:00 AM,078XX S WESTERN AVE,1130,DECEPTIVE PRACTICE,TRUE,FALSE,835,8,18,70,11,1161742,1852503,2018,02/15/2019 03:57:10 PM,41.75093604,-87.6828716,"(41.750936036, -87.682871596)"
11526975,JB541995,12/06/2018 05:07:00 AM,002XX E HURON ST,545,ASSAULT,TRUE,FALSE,1834,18,42,8,08A,1178066,1905133,2018,02/15/2019 03:57:10 PM,41.89500282,-87.62145471,"(41.895002822, -87.621454706)"
11509711,JB519011,11/17/2018 02:00:00 AM,020XX W NORTH AVE,265,CRIM SEXUAL ASSAULT,FALSE,FALSE,1424,14,1,24,2,1162365,1910640,2018,02/15/2019 03:57:10 PM,41.91045745,-87.6789658,"(41.910457448, -87.678965797)"
11504272,JB511812,11/11/2018 08:15:00 AM,043XX S RICHMOND ST,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,922,9,15,58,2,1157420,1875646,2018,02/15/2019 03:57:10 PM,41.81453232,-87.6980831,"(41.814532324, -87.698083101)"
11497729,JB503386,10/27/2018 10:00:00 PM,011XX E 55TH ST,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,233,2,5,41,2,1168312,1897499,2018,02/15/2019 03:57:10 PM,41.87427107,-87.65749911,"(41.874271066, -87.657499107)"
11474329,JB472451,09/17/2018 12:00:00 PM,033XX W HARRISON ST,1110,DECEPTIVE PRACTICE,TRUE,FALSE,1134,11,24,27,11,1154053,1897161,2018,02/15/2019 03:57:10 PM,41.87363971,-87.70986084,"(41.873639713, -87.709860842)"
11472048,JB469514,10/10/2018 12:55:00 AM,014XX W 69TH ST,420,BATTERY,TRUE,FALSE,725,7,17,67,04B,1167725,1858985,2018,02/15/2019 03:57:10 PM,41.7685973,-87.66076119,"(41.7685973, -87.660761186)"
11452482,JB435628,09/05/2018 12:00:00 AM,007XX N DEARBORN ST,1754,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,1832,18,2,8,2,1175800,1905508,2018,02/15/2019 03:57:10 PM,41.89608313,-87.62976573,"(41.896083132, -87.629765732)"
11430781,JB414939,08/29/2018 06:00:00 PM,066XX S WESTERN AVE,560,ASSAULT,FALSE,FALSE,832,8,16,66,08A,1161514,1860656,2018,02/15/2019 03:57:10 PM,41.77331378,-87.6834814,"(41.773313782, -87.683481398)"
11428921,JB412420,08/28/2018 02:25:00 PM,002XX W MERCHANDISE MART PLZ,440,BATTERY,TRUE,FALSE,1831,18,42,8,08B,1174456,1902539,2018,02/15/2019 03:57:10 PM,41.88796617,-87.6347907,"(41.887966168, -87.634790696)"
11421771,JB403288,08/21/2018 08:32:00 PM,029XX W FULLERTON AVE,420,BATTERY,FALSE,FALSE,1414,14,1,22,04B,1156361,1915812,2018,02/15/2019 03:57:10 PM,41.92477341,-87.70088215,"(41.924773406, -87.700882146)"
11398874,JB373942,07/26/2018 11:45:00 PM,007XX S LA SALLE ST,1120,DECEPTIVE PRACTICE,TRUE,FALSE,123,1,4,32,10,1175361,1896947,2018,02/15/2019 03:57:10 PM,41.87260112,-87.63163517,"(41.872601123, -87.631635172)"
11376005,JB343253,07/09/2018 10:45:00 AM,027XX S WESTERN AVE,1150,DECEPTIVE PRACTICE,FALSE,FALSE,1034,10,25,31,11,1160824,1885833,2018,02/15/2019 03:57:10 PM,41.84241689,-87.6853149,"(41.842416891, -87.685314897)"
11302732,JB247186,05/02/2018 04:50:00 PM,022XX S HALSTED ST,460,BATTERY,FALSE,TRUE,1235,12,11,31,08B,1171375,1889530,2018,02/15/2019 03:57:10 PM,41.85233679,-87.64648731,"(41.852336791, -87.646487314)"
11269727,JB203434,03/28/2018 08:36:00 PM,043XX W 63RD ST,041A,BATTERY,FALSE,FALSE,813,8,23,65,04B,1148659,1862477,2018,02/15/2019 03:57:10 PM,41.77856779,-87.73055858,"(41.778567794, -87.730558579)"
11269308,JB202761,03/28/2018 12:20:00 PM,013XX N MASSASOIT AVE,041A,BATTERY,FALSE,FALSE,2531,25,29,25,04B,1137765,1908429,2018,02/15/2019 03:57:10 PM,41.90486964,-87.76939131,"(41.904869639, -87.769391307)"
11237286,JB160874,02/22/2018 05:05:00 AM,095XX S HALSTED ST,261,CRIM SEXUAL ASSAULT,FALSE,FALSE,2223,22,21,73,2,1172654,1841681,2018,02/15/2019 03:57:10 PM,41.72100567,-87.64320269,"(41.721005667, -87.643202686)"
11595146,JC151592,05/06/2018 12:00:00 AM,080XX S GREEN ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,621,6,21,71,11,,,2018,02/14/2019 04:11:10 PM,,,
11594966,JC151295,12/01/2018 12:00:00 PM,030XX E CHELTENHAM PL,820,THEFT,FALSE,FALSE,421,4,7,46,6,,,2018,02/14/2019 04:11:10 PM,,,
11594875,JC151260,12/01/2018 08:00:00 AM,039XX S ARCHER AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,921,9,12,58,11,,,2018,02/14/2019 04:11:10 PM,,,
11594829,JC151049,11/01/2018 12:00:00 PM,015XX W EDGEWATER AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,2013,20,48,77,11,,,2018,02/14/2019 04:11:10 PM,,,
11594636,JC151203,09/16/2018 08:00:00 PM,004XX E OHIO ST,486,BATTERY,FALSE,TRUE,1834,18,42,8,08B,,,2018,02/14/2019 04:11:10 PM,,,
11594609,JC151054,11/17/2018 11:00:00 PM,039XX W BELDEN AVE,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,2525,25,35,22,2,,,2018,02/14/2019 04:11:10 PM,,,
11594604,JC150957,09/24/2018 04:00:00 PM,032XX W 109TH ST,810,THEFT,FALSE,FALSE,2211,22,19,74,6,,,2018,02/14/2019 04:11:10 PM,,,
11594539,JC150810,12/13/2018 05:30:00 PM,001XX W JACKSON BLVD,1122,DECEPTIVE PRACTICE,FALSE,FALSE,122,1,42,32,10,,,2018,02/14/2019 04:11:10 PM,,,
11594500,JC150934,12/21/2018 03:00:00 AM,008XX W JACKSON BLVD,870,THEFT,FALSE,FALSE,1232,12,2,28,6,,,2018,02/14/2019 04:11:10 PM,,,
11594365,JC150734,12/28/2018 03:00:00 PM,009XX W ADAMS ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1232,12,25,28,11,,,2018,02/14/2019 04:11:10 PM,,,
11594349,JC150752,10/24/2018 03:03:00 PM,070XX W FARRAGUT AVE,1120,DECEPTIVE PRACTICE,FALSE,FALSE,1613,16,41,10,10,,,2018,02/14/2019 04:11:10 PM,,,
11594301,JC135327,10/31/2018 06:00:00 AM,103XX S CALUMET AVE,810,THEFT,FALSE,FALSE,512,5,9,49,6,,,2018,02/14/2019 04:11:10 PM,,,
11594284,JC150477,07/01/2018 12:00:00 AM,017XX N MANGO AVE,1154,DECEPTIVE PRACTICE,FALSE,FALSE,2531,25,29,25,11,,,2018,02/14/2019 04:11:10 PM,,,
11594280,JC150672,12/03/2018 12:00:00 PM,042XX N CALIFORNIA AVE,1110,DECEPTIVE PRACTICE,FALSE,FALSE,1724,17,33,16,11,,,2018,02/14/2019 04:11:10 PM,,,
24405,JB337190,07/12/2018 11:25:00 PM,016XX S CALIFORNIA BLVD,110,HOMICIDE,FALSE,FALSE,1023,10,24,29,01A,1157956,1891758,2018,02/14/2019 04:02:48 PM,41.85873464,-87.69567824,"(41.85873464, -87.695678235)"
11592444,JC148329,11/26/2018 03:00:00 PM,045XX N WESTERN AVE,486,BATTERY,TRUE,TRUE,1911,19,47,4,08B,,,2018,02/14/2019 04:02:48 PM,,,
11589602,JB570683,12/28/2018 08:04:00 PM,069XX S INDIANA AVE,460,BATTERY,TRUE,FALSE,322,3,6,69,08B,,,2018,02/14/2019 04:02:48 PM,,,
11543183,JB563083,12/21/2018 08:32:00 PM,070XX S HARPER AVE,041A,BATTERY,TRUE,FALSE,332,3,5,43,04B,1187598,1858711,2018,02/14/2019 04:02:48 PM,41.76739589,-87.58792624,"(41.767395889, -87.587926237)"
11540573,JB560073,12/19/2018 04:03:00 PM,087XX W BRYN MAWR AVE,890,THEFT,FALSE,FALSE,1614,16,41,76,6,1117142,1936036,2018,02/14/2019 04:02:48 PM,41.98097405,-87.84456942,"(41.980974046, -87.844569423)"
11533998,JB551378,12/13/2018 10:15:00 AM,005XX S LAVERGNE AVE,337,ROBBERY,TRUE,FALSE,1533,15,29,25,3,1143347,1897111,2018,02/14/2019 04:02:48 PM,41.87370918,-87.7491697,"(41.873709176, -87.749169703)"
11382695,JB352941,07/17/2018 01:15:00 AM,050XX W FULLERTON AVE,610,BURGLARY,TRUE,FALSE,2521,25,31,19,5,1142304,1915488,2018,02/14/2019 04:02:48 PM,41.9241572,-87.75254237,"(41.924157204, -87.752542374)"
11366495,JB331496,07/02/2018 04:09:00 AM,056XX W FULLERTON AVE,610,BURGLARY,TRUE,FALSE,2515,25,30,19,5,1138203,1915387,2018,02/14/2019 04:02:48 PM,41.92395528,-87.76761379,"(41.923955281, -87.767613787)"
11334673,JB289410,06/02/2018 06:32:00 AM,040XX W NORTH AVE,610,BURGLARY,TRUE,FALSE,2534,25,26,23,5,1149254,1910332,2018,02/14/2019 04:02:48 PM,41.90987664,-87.72713892,"(41.909876642, -87.727138915)"
11318937,JB268584,05/11/2018 02:00:00 AM,015XX W OHIO ST,890,THEFT,FALSE,FALSE,1215,12,1,24,6,1165951,1904104,2018,02/14/2019 04:02:48 PM,41.89244639,-87.66597901,"(41.892446385, -87.665979014)"
11313902,JB253738,05/07/2018 11:28:00 AM,002XX S CANAL ST,460,BATTERY,FALSE,FALSE,121,1,42,28,08B,1173177,1899236,2018,02/14/2019 04:02:48 PM,41.878931,-87.63958562,"(41.878931004, -87.639585621)"
11208851,JB122767,01/20/2018 12:00:00 AM,035XX N PONTIAC AVE,610,BURGLARY,FALSE,FALSE,1631,16,38,17,5,1119808,1922453,2018,02/14/2019 04:02:48 PM,41.94365847,-87.83505498,"(41.943658469, -87.83505498)"
11207847,JB121340,01/18/2018 09:30:00 PM,063XX W DEVON AVE,620,BURGLARY,FALSE,FALSE,1611,16,39,10,5,1133071,1942110,2018,02/14/2019 04:02:48 PM,41.99737727,-87.78584375,"(41.997377272, -87.785843745)"
11594251,JC150598,11/20/2018 12:00:00 PM,084XX S DREXEL AVE,2825,OTHER OFFENSE,FALSE,TRUE,632,6,8,44,26,,,2018,02/13/2019 04:10:15 PM,,,
11594215,JC150555,02/01/2018 09:00:00 AM,010XX W 77TH ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,612,6,17,71,11,,,2018,02/13/2019 04:10:15 PM,,,
11594169,JC150449,10/04/2018 09:30:00 AM,030XX S MOE DR,810,THEFT,FALSE,FALSE,133,1,4,35,6,,,2018,02/13/2019 04:10:15 PM,,,
11594104,JC149513,11/07/2018 06:00:00 PM,130XX S GREENWOOD AVE,820,THEFT,FALSE,TRUE,533,5,9,54,6,,,2018,02/13/2019 04:10:15 PM,,,
11594027,JC150364,12/22/2018 08:00:00 PM,117XX S LOWE AVE,620,BURGLARY,FALSE,FALSE,524,5,34,53,5,,,2018,02/13/2019 04:10:15 PM,,,
11593914,JC149564,12/15/2018 08:00:00 AM,035XX E 100TH ST,820,THEFT,FALSE,FALSE,432,4,10,52,6,,,2018,02/13/2019 04:10:15 PM,,,
11593913,JC149626,11/24/2018 02:00:00 PM,010XX E 100TH PL,820,THEFT,FALSE,FALSE,511,5,8,50,6,,,2018,02/13/2019 04:10:15 PM,,,
11593874,JC149958,07/01/2018 12:00:00 AM,078XX S WINCHESTER AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,611,6,17,71,11,,,2018,02/13/2019 04:10:15 PM,,,
11593870,JC150165,10/01/2018 10:00:00 PM,063XX W 63RD ST,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,812,8,13,64,2,,,2018,02/13/2019 04:10:15 PM,,,
11593829,JC150193,11/20/2018 08:14:00 PM,094XX S COMMERCIAL AVE,810,THEFT,FALSE,FALSE,423,4,10,48,6,,,2018,02/13/2019 04:10:15 PM,,,
11593818,JC150100,07/14/2018 02:26:00 PM,074XX S BENNETT AVE,820,THEFT,FALSE,FALSE,333,3,8,43,6,,,2018,02/13/2019 04:10:15 PM,,,
11593800,JC149933,12/23/2018 12:00:00 PM,052XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,FALSE,FALSE,1623,16,45,11,11,,,2018,02/13/2019 04:10:15 PM,,,
