ID,Case Number,Date,Block,IUCR,Primary Type,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11615655,JC176465,11/02/2018 01:00:00 PM,051XX N CHRISTIANA AVE,5001,OTHER OFFENSE,FALSE,FALSE,1713,17,39,13,26,,,2018,03/07/2019 04:21:18 PM,,,
11615646,JC176509,09/05/2018 07:00:00 AM,024XX S MARSHALL BLVD,890,THEFT,FALSE,FALSE,1033,10,12,30,6,,,2018,03/07/2019 04:21:18 PM,,,
11615605,JC176432,03/01/2018 11:00:00 AM,083XX S CONSTANCE AVE,1581,SEX OFFENSE,FALSE,TRUE,412,4,8,45,17,,,2018,03/07/2019 04:21:18 PM,,,
11615393,JC175808,10/18/2018 08:00:00 PM,073XX S KINGSTON AVE,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,334,3,7,43,2,,,2018,03/07/2019 04:21:18 PM,,,
11615288,JC175589,04/16/2018 08:18:00 AM,023XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,131,1,3,33,11,,,2018,03/07/2019 04:21:18 PM,,,
11615280,JC175164,12/19/2018 07:30:00 PM,081XX S SOUTH SHORE DR,1153,DECEPTIVE PRACTICE,FALSE,FALSE,422,4,7,46,11,,,2018,03/07/2019 04:21:18 PM,,,
11615186,JC175972,12/08/2018 12:00:00 PM,029XX N NAGLE AVE,1130,DECEPTIVE PRACTICE,FALSE,FALSE,2511,25,36,19,11,,,2018,03/07/2019 04:21:18 PM,,,
11615118,JC175860,09/12/2018 12:01:00 AM,044XX N WINCHESTER AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1912,19,47,4,11,,,2018,03/07/2019 04:21:18 PM,,,
11615112,JC175807,06/15/2018 09:00:00 AM,011XX W DIVERSEY PKWY,810,THEFT,FALSE,FALSE,1933,19,44,6,6,,,2018,03/07/2019 04:21:18 PM,,,
11615110,JC175843,02/11/2018 12:00:00 PM,012XX N MONITOR AVE,2820,OTHER OFFENSE,FALSE,TRUE,2531,25,29,25,08A,,,2018,03/07/2019 04:21:18 PM,,,
11615098,JC175842,06/11/2018 11:00:00 PM,040XX N ASHLAND AVE,496,BATTERY,FALSE,TRUE,1912,19,47,6,04B,,,2018,03/07/2019 04:21:18 PM,,,
11615081,JC175532,11/28/2018 07:00:00 AM,020XX N ORCHARD ST,1585,SEX OFFENSE,FALSE,FALSE,1812,18,43,7,17,,,2018,03/07/2019 04:21:18 PM,,,
11615039,JC175743,12/06/2018 09:00:00 AM,075XX S KINGSTON AVE,890,THEFT,FALSE,FALSE,421,4,7,43,6,,,2018,03/07/2019 04:21:18 PM,,,
11614856,JC175393,07/01/2018 07:00:00 AM,035XX W ARMITAGE AVE,1582,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,1422,14,26,22,17,,,2018,03/07/2019 04:21:18 PM,,,
11614854,JC175352,07/01/2018 11:00:00 AM,040XX W WRIGHTWOOD AVE,281,CRIM SEXUAL ASSAULT,FALSE,TRUE,2524,25,31,22,2,,,2018,03/07/2019 04:21:18 PM,,,
11614853,JC175542,11/01/2018 12:00:00 AM,052XX S MAY ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,934,9,20,61,11,,,2018,03/07/2019 04:21:18 PM,,,
11614780,JC175374,12/18/2018 09:00:00 AM,009XX E 78TH ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,624,6,8,69,11,,,2018,03/07/2019 04:21:18 PM,,,
11614771,JC175435,03/15/2018 12:01:00 AM,011XX N MASON AVE,1154,DECEPTIVE PRACTICE,FALSE,FALSE,1511,15,29,25,11,,,2018,03/07/2019 04:21:18 PM,,,
11614762,JC175399,12/01/2018 10:00:00 AM,014XX N HALSTED ST,2825,OTHER OFFENSE,FALSE,FALSE,1822,18,27,8,26,,,2018,03/07/2019 04:21:18 PM,,,
11614743,JC175384,11/23/2018 09:30:00 PM,074XX S WESTERN AVE,486,BATTERY,FALSE,TRUE,835,8,18,66,08B,,,2018,03/07/2019 04:21:18 PM,,,
11613721,JC174160,12/21/2018 09:00:00 AM,121XX S ASHLAND AVE,1152,DECEPTIVE PRACTICE,FALSE,FALSE,524,5,34,53,11,,,2018,03/07/2019 04:15:04 PM,,,
11609037,JC167957,03/25/2018 08:00:00 AM,011XX S LAFLIN ST,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1231,12,28,28,11,,,2018,03/07/2019 04:15:04 PM,,,
11585468,JC139665,08/02/2018 08:30:00 AM,049XX W DIVISION ST,890,THEFT,TRUE,FALSE,1531,15,37,25,6,,,2018,03/07/2019 04:15:04 PM,,,
11562311,JC111932,12/17/2018 03:00:00 PM,003XX W 47TH ST,810,THEFT,FALSE,FALSE,925,9,3,37,6,1175221,1873802,2018,03/07/2019 04:15:04 PM,41.80909256,-87.63284221,"(41.809092555, -87.632842212)"
11552430,JB574078,12/31/2018 04:53:00 PM,033XX W 61ST PL,650,BURGLARY,TRUE,FALSE,823,8,23,66,5,1155167,1863648,2018,03/07/2019 04:15:04 PM,41.78165353,-87.70666828,"(41.781653532, -87.706668282)"
11541277,JB560834,12/12/2018 06:32:00 PM,016XX W DIVISION ST,1150,DECEPTIVE PRACTICE,TRUE,FALSE,1424,14,1,24,11,1164808,1908052,2018,03/07/2019 04:15:04 PM,41.9033043,-87.67006468,"(41.903304304, -87.670064675)"
11536589,JB552131,12/13/2018 03:00:00 PM,053XX W PENSACOLA AVE,610,BURGLARY,FALSE,FALSE,1624,16,38,15,5,1139926,1928404,2018,03/07/2019 04:15:04 PM,41.95964385,-87.76096334,"(41.959643852, -87.760963342)"
11480385,JB480634,10/18/2018 01:30:00 PM,002XX W LAKE ST,1130,DECEPTIVE PRACTICE,TRUE,FALSE,122,1,42,32,11,1174560,1901725,2018,03/07/2019 04:15:04 PM,41.88573018,-87.63443312,"(41.885730181, -87.634433124)"
11435306,JB420867,09/03/2018 03:00:00 AM,010XX W BYRON ST,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,1923,19,46,6,2,1168823,1926073,2018,03/07/2019 04:15:04 PM,41.9526687,-87.65479297,"(41.952668701, -87.654792967)"
11430403,JB414480,08/29/2018 07:30:00 PM,016XX W MORSE AVE,265,CRIM SEXUAL ASSAULT,FALSE,TRUE,2431,24,49,1,2,1164272,1946137,2018,03/07/2019 04:15:04 PM,42.00782266,-87.67095223,"(42.007822658, -87.670952227)"
11415462,JB395369,08/16/2018 12:12:00 AM,009XX W IRVING PARK RD,340,ROBBERY,FALSE,FALSE,1915,19,46,3,3,1169050,1926741,2018,03/07/2019 04:15:04 PM,41.95449678,-87.65393904,"(41.954496783, -87.653939043)"
11351270,JB311580,06/18/2018 02:34:00 AM,074XX S PERRY AVE,041A,BATTERY,TRUE,FALSE,731,7,6,69,04B,1176682,1855671,2018,03/07/2019 04:15:04 PM,41.75930642,-87.62802907,"(41.759306416, -87.628029074)"
11329203,JB282358,05/27/2018 04:00:00 PM,058XX W CHICAGO AVE,265,CRIM SEXUAL ASSAULT,FALSE,FALSE,1511,15,29,25,2,1137408,1904749,2018,03/07/2019 04:15:04 PM,41.8947777,-87.77079134,"(41.894777696, -87.770791335)"
11312504,JB258485,05/10/2018 05:58:00 PM,025XX W CERMAK RD,530,ASSAULT,FALSE,FALSE,1023,10,28,31,04A,1159786,1889314,2018,03/07/2019 04:15:04 PM,41.85199056,-87.68902824,"(41.851990558, -87.689028236)"
11242934,JB167941,02/27/2018 09:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,FALSE,FALSE,312,3,20,42,08A,1180027,1862432,2018,03/07/2019 04:15:04 PM,41.77778339,-87.61556307,"(41.777783389, -87.615563072)"
11614420,JC175058,09/14/2018 07:00:00 PM,041XX W CULLOM AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,1722,17,39,16,08B,,,2018,03/06/2019 04:20:10 PM,,,
11614302,JC174681,12/15/2018 08:00:00 AM,013XX N WALLER AVE,1310,CRIMINAL DAMAGE,FALSE,FALSE,2531,25,29,25,14,,,2018,03/06/2019 04:20:10 PM,,,
11614212,JC174806,08/28/2018 12:00:00 PM,029XX S ARCHER AVE,1130,DECEPTIVE PRACTICE,FALSE,FALSE,913,9,11,60,11,,,2018,03/06/2019 04:20:10 PM,,,
11614204,JC174746,12/06/2018 11:40:00 AM,0000X W WACKER DR,810,THEFT,FALSE,FALSE,111,1,42,32,6,,,2018,03/06/2019 04:20:10 PM,,,
11614140,JC174624,11/01/2018 12:00:00 PM,064XX N SHERIDAN RD,810,THEFT,FALSE,FALSE,2432,24,49,1,6,,,2018,03/06/2019 04:20:10 PM,,,
11614132,JC174785,06/02/2018 08:30:00 PM,062XX W 62ND ST,560,ASSAULT,FALSE,FALSE,812,8,13,64,08A,,,2018,03/06/2019 04:20:10 PM,,,
11614064,JC174670,12/21/2018 09:00:00 AM,114XX S OAKLEY AVE,1152,DECEPTIVE PRACTICE,FALSE,FALSE,2212,22,19,75,11,,,2018,03/06/2019 04:20:10 PM,,,
11614052,JC174669,12/21/2018 09:00:00 AM,114XX S OAKLEY AVE,890,THEFT,FALSE,FALSE,2212,22,19,75,6,,,2018,03/06/2019 04:20:10 PM,,,
11613993,JC174506,08/24/2018 11:00:00 AM,002XX W VAN BUREN ST,810,THEFT,FALSE,TRUE,122,1,25,32,6,,,2018,03/06/2019 04:20:10 PM,,,
11613815,JC174313,12/01/2018 08:00:00 AM,046XX S DREXEL BLVD,1153,DECEPTIVE PRACTICE,FALSE,FALSE,222,2,4,39,11,,,2018,03/06/2019 04:20:10 PM,,,
11613764,JC174317,12/17/2018 06:00:00 AM,047XX N HAMILTON AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1911,19,47,4,11,,,2018,03/06/2019 04:20:10 PM,,,
11613717,JC174199,12/18/2018 12:04:00 PM,019XX N NEW ENGLAND AVE,2825,OTHER OFFENSE,FALSE,FALSE,2513,25,29,25,26,,,2018,03/06/2019 04:20:10 PM,,,
11549048,JB570047,12/28/2018 10:49:00 AM,091XX S LUELLA AVE,4387,OTHER OFFENSE,TRUE,TRUE,413,4,7,48,26,1192766,1844763,2018,03/06/2019 04:12:29 PM,41.72899693,-87.56943753,"(41.728996933, -87.569437533)"
11493691,JB497995,10/31/2018 04:50:00 PM,003XX W 24TH ST,610,BURGLARY,TRUE,FALSE,914,9,25,34,5,1174451,1888380,2018,03/06/2019 04:12:29 PM,41.84911303,-87.63523191,"(41.849113033, -87.63523191)"
11438842,JB425466,09/06/2018 11:38:00 PM,024XX E 107TH ST,041A,BATTERY,FALSE,FALSE,434,4,7,51,04B,1194429,1834559,2018,03/06/2019 04:12:29 PM,41.70095551,-87.56367982,"(41.700955509, -87.563679819)"
11436406,JB421982,09/04/2018 03:54:00 PM,036XX N BELL AVE,550,ASSAULT,TRUE,FALSE,1921,19,47,5,04A,1160717,1924194,2018,03/06/2019 04:12:29 PM,41.94768486,-87.68464321,"(41.947684863, -87.684643212)"
11371321,JB337916,06/27/2018 10:30:00 AM,019XX W HARRISON ST,4387,OTHER OFFENSE,FALSE,TRUE,1225,12,28,28,26,1163454,1897384,2018,03/06/2019 04:12:29 PM,41.87405908,-87.67533868,"(41.874059075, -87.675338675)"
11361693,JB325131,06/25/2018 09:30:00 AM,029XX N KOLMAR AVE,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,2521,25,31,20,2,1145545,1919154,2018,03/06/2019 04:12:29 PM,41.9341562,-87.74054036,"(41.934156202, -87.740540356)"
11349405,JB309022,06/16/2018 05:10:00 AM,022XX W DEVON AVE,460,BATTERY,TRUE,FALSE,2413,24,50,2,08B,1160254,1942454,2018,03/06/2019 04:12:29 PM,41.99780075,-87.68583779,"(41.997800745, -87.685837792)"
11262346,JB193962,03/17/2018 12:01:00 AM,011XX S CALIFORNIA AVE,265,CRIM SEXUAL ASSAULT,TRUE,FALSE,1135,11,28,29,2,1157862,1895014,2018,03/06/2019 04:12:29 PM,41.86767136,-87.69593454,"(41.867671357, -87.695934543)"
11240133,JB164589,02/25/2018 06:55:00 AM,038XX N RECREATION DR,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,1925,19,46,6,2,1171684,1926024,2018,03/06/2019 04:12:29 PM,41.9524716,-87.64427733,"(41.952471604, -87.644277333)"
11613636,JC174106,08/15/2018 03:00:00 PM,102XX S ST LAWRENCE AVE,2826,OTHER OFFENSE,FALSE,FALSE,511,5,9,49,26,,,2018,03/05/2019 04:20:51 PM,,,
11613271,JC173452,02/20/2018 12:00:00 AM,011XX N Clark St,810,THEFT,FALSE,FALSE,1824,18,2,8,6,,,2018,03/05/2019 04:20:51 PM,,,
11613261,JC173490,10/20/2018 01:00:00 PM,004XX W BARRY AVE,890,THEFT,FALSE,FALSE,1934,19,44,6,6,,,2018,03/05/2019 04:20:51 PM,,,
11613260,JC173430,10/09/2018 09:00:00 AM,088XX S CRANDON AVE,2826,OTHER OFFENSE,FALSE,FALSE,412,4,8,48,26,,,2018,03/05/2019 04:20:51 PM,,,
11613093,JC495173,11/01/2018 03:00:00 PM,072XX S ASHLAND AVE,820,THEFT,FALSE,FALSE,735,7,17,67,6,,,2018,03/05/2019 04:20:51 PM,,,
11613089,JC173372,10/15/2018 09:00:00 AM,010XX W 47TH PL,1153,DECEPTIVE PRACTICE,FALSE,FALSE,933,9,20,61,11,,,2018,03/05/2019 04:20:51 PM,,,
11613018,JC173424,12/18/2018 12:00:00 PM,070XX S JEFFERY BLVD,1153,DECEPTIVE PRACTICE,FALSE,FALSE,332,3,5,43,11,,,2018,03/05/2019 04:20:51 PM,,,
11612981,JC173219,06/23/2018 08:00:00 PM,082XX S ELLIS AVE,820,THEFT,FALSE,FALSE,631,6,8,44,6,,,2018,03/05/2019 04:20:51 PM,,,
11612969,JC173375,11/01/2018 08:00:00 AM,010XX S CANAL ST,1154,DECEPTIVE PRACTICE,FALSE,FALSE,124,1,25,28,11,,,2018,03/05/2019 04:20:51 PM,,,
11612856,JC173102,05/31/2018 09:00:00 AM,028XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1412,14,35,21,11,,,2018,03/05/2019 04:20:51 PM,,,
11612820,JC173127,10/18/2018 04:00:00 PM,022XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FALSE,FALSE,132,1,3,33,11,,,2018,03/05/2019 04:20:51 PM,,,
11612793,JC173099,06/18/2018 01:00:00 PM,002XX W MERCHANDISE MART PLZ,1242,DECEPTIVE PRACTICE,FALSE,FALSE,1831,18,42,8,11,,,2018,03/05/2019 04:20:51 PM,,,
11556366,JC104462,12/28/2018 09:35:00 PM,003XX W ADAMS ST,620,BURGLARY,FALSE,FALSE,122,1,42,32,5,1174219,1899402,2018,03/05/2019 04:11:15 PM,41.87936334,-87.63575467,"(41.879363342, -87.635754673)"
11551507,JB573019,12/30/2018 05:34:00 PM,040XX W ADAMS ST,1154,DECEPTIVE PRACTICE,TRUE,FALSE,1115,11,28,26,11,1149574,1898707,2018,03/05/2019 04:11:15 PM,41.87797021,-87.72626552,"(41.877970212, -87.726265516)"
11546271,JB566873,12/25/2018 11:40:00 AM,018XX S LAWNDALE AVE,2825,OTHER OFFENSE,TRUE,TRUE,1014,10,24,29,26,1151995,1890659,2018,03/05/2019 04:11:15 PM,41.85583825,-87.71758808,"(41.855838254, -87.717588081)"
11544883,JB565174,12/23/2018 02:50:00 PM,015XX N KOSTNER AVE,610,BURGLARY,TRUE,FALSE,2534,25,26,23,5,1146765,1909753,2018,03/05/2019 04:11:15 PM,41.90833571,-87.73629737,"(41.908335713, -87.736297367)"
11519677,JB532474,11/28/2018 07:30:00 AM,061XX S INDIANA AVE,820,THEFT,FALSE,FALSE,311,3,20,40,6,1178651,1864351,2018,03/05/2019 04:11:15 PM,41.78308072,-87.62054916,"(41.783080724, -87.620549159)"
11515119,JB526311,11/23/2018 02:10:00 PM,064XX S WESTERN AVE,860,THEFT,TRUE,FALSE,825,8,16,66,6,1161477,1861952,2018,03/05/2019 04:11:15 PM,41.77687095,-87.68358114,"(41.776870954, -87.683581137)"
11511455,JB520691,11/18/2018 02:25:00 AM,029XX W CHASE AVE,530,ASSAULT,TRUE,FALSE,2411,24,50,2,04A,1155611,1948256,2018,03/05/2019 04:11:15 PM,42.01381673,-87.70276056,"(42.01381673, -87.702760563)"
11447915,JB437640,09/16/2018 09:20:00 AM,046XX S WABASH AVE,498,BATTERY,TRUE,TRUE,215,2,3,38,04B,1177496,1874236,2018,03/05/2019 04:11:15 PM,41.8102323,-87.62448488,"(41.810232303, -87.624484882)"
11407505,JB384964,08/08/2018 10:30:00 AM,015XX N CLEVELAND AVE,810,THEFT,FALSE,FALSE,1821,18,2,8,6,1172698,1910787,2018,03/05/2019 04:11:15 PM,41.91063823,-87.64100216,"(41.910638231, -87.641002163)"
11407414,JB384712,08/08/2018 12:18:00 PM,011XX N CLARK ST,1150,DECEPTIVE PRACTICE,FALSE,FALSE,1824,18,2,8,11,1175324,1908199,2018,03/05/2019 04:11:15 PM,41.90347807,-87.6314331,"(41.903478069, -87.631433102)"
11386147,JB356263,07/09/2018 03:00:00 PM,102XX S WESTERN AVE,1122,DECEPTIVE PRACTICE,TRUE,FALSE,2213,22,19,72,10,1162197,1836577,2018,03/05/2019 04:11:15 PM,41.70722309,-87.6816461,"(41.707223089, -87.681646096)"
11612506,JC172709,10/15/2018 04:00:00 PM,056XX S SPAULDING AVE,1544,SEX OFFENSE,FALSE,FALSE,822,8,14,63,17,,,2018,03/04/2019 04:05:15 PM,,,
11612472,JC172698,03/01/2018 10:00:00 AM,050XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1533,15,28,25,11,,,2018,03/04/2019 04:05:15 PM,,,
11612418,JC172279,12/01/2018 12:05:00 PM,036XX W CORNELIA AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1732,17,30,21,11,,,2018,03/04/2019 04:05:15 PM,,,
11612343,JC172346,12/11/2018 09:00:00 PM,010XX W GLENLAKE AVE,820,THEFT,FALSE,FALSE,2433,24,48,77,6,,,2018,03/04/2019 04:05:15 PM,,,
11612129,JC171545,03/01/2018 12:00:00 PM,015XX N LAWLER AVE,281,CRIM SEXUAL ASSAULT,FALSE,FALSE,2533,25,37,25,2,,,2018,03/04/2019 04:05:15 PM,,,
11612109,JC172225,10/25/2018 06:50:00 AM,053XX N SHERIDAN RD,1152,DECEPTIVE PRACTICE,FALSE,FALSE,2023,20,48,77,11,,,2018,03/04/2019 04:05:15 PM,,,
11588239,JC143265,11/01/2018 12:00:00 AM,043XX S ROCKWELL ST,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,922,9,15,58,08B,,,2018,03/04/2019 03:56:45 PM,,,
11576935,JC129335,12/03/2018 12:00:00 AM,076XX S KOSTNER AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,833,8,18,65,08B,,,2018,03/04/2019 03:56:45 PM,,,
11551758,JB573372,12/31/2018 03:40:00 AM,029XX N CLYBOURN AVE,610,BURGLARY,FALSE,FALSE,1931,19,1,5,5,1162131,1918978,2018,03/04/2019 03:56:45 PM,41.93334237,-87.67959191,"(41.933342373, -87.67959191)"
11548051,JB568784,12/27/2018 08:32:00 AM,019XX S ARCHER AVE,1792,KIDNAPPING,FALSE,FALSE,131,1,3,33,26,1176360,1890937,2018,03/04/2019 03:56:45 PM,41.85608682,-87.62814868,"(41.856086823, -87.628148682)"
11547663,JB568489,12/27/2018 12:35:00 AM,012XX S SAWYER AVE,486,BATTERY,TRUE,FALSE,1022,10,24,29,08B,1154893,1894188,2018,03/04/2019 03:56:45 PM,41.8654647,-87.70685642,"(41.8654647, -87.706856419)"
11537476,JB556046,12/16/2018 05:00:00 PM,087XX S MAY ST,031A,ROBBERY,TRUE,FALSE,2222,22,21,71,3,1170512,1846828,2018,03/04/2019 03:56:45 PM,41.73517663,-87.65089891,"(41.735176627, -87.650898907)"
11532009,JB548499,12/11/2018 09:10:00 AM,032XX N CLARK ST,620,BURGLARY,FALSE,FALSE,1924,19,44,6,5,1169868,1921628,2018,03/04/2019 03:56:45 PM,41.94044868,-87.65108159,"(41.94044868, -87.651081589)"
11522357,JB535195,11/30/2018 07:16:00 PM,032XX N CLARK ST,620,BURGLARY,FALSE,FALSE,1924,19,44,6,5,1169868,1921628,2018,03/04/2019 03:56:45 PM,41.94044868,-87.65108159,"(41.94044868, -87.651081589)"
11516632,JB528304,11/24/2018 01:45:00 PM,021XX S INDIANA AVE,498,BATTERY,TRUE,FALSE,132,1,3,33,04B,1177977,1890099,2018,03/04/2019 03:56:45 PM,41.8537507,-87.62223902,"(41.8537507, -87.622239018)"
11514066,JB524935,11/22/2018 12:28:00 AM,044XX W JACKSON BLVD,041A,BATTERY,TRUE,FALSE,1131,11,28,26,04B,1146882,1898319,2018,03/04/2019 03:56:45 PM,41.87695732,-87.7361599,"(41.87695732, -87.736159899)"
11468404,JB464081,10/05/2018 07:00:00 AM,038XX W HURON ST,4387,OTHER OFFENSE,TRUE,TRUE,1122,11,37,23,26,1150452,1904395,2018,03/04/2019 03:56:45 PM,41.89356161,-87.72289312,"(41.893561607, -87.722893119)"
11451266,JB442233,09/18/2018 01:35:00 PM,058XX S ABERDEEN ST,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,712,7,16,68,08B,1169976,1866270,2018,03/04/2019 03:56:45 PM,41.78853962,-87.65229868,"(41.788539617, -87.652298678)"
11437085,JB422943,09/05/2018 10:11:00 AM,028XX S STATE ST,263,CRIM SEXUAL ASSAULT,TRUE,FALSE,133,1,3,35,2,1176743,1886065,2018,03/04/2019 03:56:45 PM,41.84270907,-87.62689001,"(41.842709067, -87.626890005)"
11426217,JB409046,08/26/2018 03:35:00 AM,040XX W PALMER ST,041A,BATTERY,FALSE,FALSE,2525,25,35,20,04B,1149272,1914321,2018,03/04/2019 03:56:45 PM,41.92082249,-87.72696919,"(41.920822488, -87.726969185)"
11358733,JB321427,06/25/2018 05:10:00 AM,012XX N LOCKWOOD AVE,031A,ROBBERY,FALSE,TRUE,2532,25,37,25,3,1140799,1907719,2018,03/04/2019 03:56:45 PM,41.90286604,-87.75826384,"(41.902866042, -87.758263836)"
11320521,JB270782,05/20/2018 02:00:00 AM,061XX S WASHTENAW AVE,031A,ROBBERY,FALSE,FALSE,825,8,16,66,3,1159426,1863930,2018,03/04/2019 03:56:45 PM,41.78234114,-87.69104592,"(41.782341144, -87.691045924)"
11563264,JC111614,12/26/2018 08:00:00 AM,029XX S STATE ST,1581,SEX OFFENSE,FALSE,TRUE,133,1,3,35,17,1176760,1885391,2018,03/04/2019 04:05:15 PM,41.84085918,-87.62684797,"(41.840859176, -87.626847966)"
11612005,JC172115,12/27/2018 09:50:00 AM,116XX S LONGWOOD DR,2826,OTHER OFFENSE,FALSE,FALSE,2212,22,19,75,26,,,2018,03/03/2019 04:04:46 PM,,,
11611925,JC172037,08/31/2018 12:00:00 AM,063XX S GREENWOOD AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,314,3,20,42,11,,,2018,03/03/2019 04:04:46 PM,,,
11611512,JC171294,12/25/2018 05:30:00 PM,029XX S LYMAN ST,890,THEFT,FALSE,FALSE,913,9,11,60,6,,,2018,03/03/2019 04:04:46 PM,,,
11611433,JC171432,11/23/2018 10:00:00 AM,038XX W WILSON AVE,1200,DECEPTIVE PRACTICE,FALSE,FALSE,1723,17,35,14,13,,,2018,03/03/2019 04:04:46 PM,,,
11611254,JC171240,12/04/2018 01:02:00 AM,061XX S MICHIGAN AVE,2820,OTHER OFFENSE,FALSE,FALSE,311,3,20,40,08A,,,2018,03/03/2019 04:04:46 PM,,,
11611176,JC170945,12/14/2018 10:00:00 AM,124XX S EMERALD AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,523,5,34,53,11,,,2018,03/03/2019 04:04:46 PM,,,
11611139,JC169909,11/28/2018 12:01:00 AM,102XX S PEORIA ST,1752,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,2232,22,34,73,17,,,2018,03/03/2019 04:04:46 PM,,,
11551561,JB573154,12/30/2018 05:10:00 PM,009XX N ROCKWELL ST,1130,DECEPTIVE PRACTICE,FALSE,FALSE,1211,12,26,24,11,1158897,1906098,2018,03/03/2019 03:57:48 PM,41.89806572,-87.6918307,"(41.898065724, -87.691830703)"
11508430,JB517504,11/08/2018 12:01:00 AM,132XX S ELLIS AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,FALSE,533,5,9,54,08B,1185543,1817537,2018,03/03/2019 03:57:48 PM,41.65445815,-87.5967496,"(41.654458146, -87.596749603)"
11468481,JB463793,10/05/2018 03:00:00 PM,076XX S SOUTH CHICAGO AVE,320,ROBBERY,TRUE,FALSE,411,4,5,43,3,1186365,1854740,2018,03/03/2019 03:57:48 PM,41.75652833,-87.59257099,"(41.75652833, -87.592570988)"
11451341,JB442399,09/19/2018 10:40:00 AM,022XX W WINONA ST,620,BURGLARY,FALSE,FALSE,2031,20,40,4,5,1160581,1934139,2018,03/03/2019 03:57:48 PM,41.97497727,-87.68486647,"(41.974977271, -87.684866471)"
11378997,JB348036,07/13/2018 01:40:00 PM,0000X E 87TH ST,033A,ROBBERY,TRUE,FALSE,632,6,9,44,3,1178069,1847315,2018,03/03/2019 03:57:48 PM,41.73634525,-87.62319855,"(41.736345248, -87.623198545)"
11292150,JB233133,04/22/2018 03:00:00 AM,003XX E ONTARIO ST,281,CRIM SEXUAL ASSAULT,TRUE,FALSE,1834,18,42,8,2,1178677,1904564,2018,03/03/2019 03:57:48 PM,41.89342753,-87.61922809,"(41.893427527, -87.619228088)"
11263713,JB195405,03/18/2018 09:30:00 PM,011XX S CALIFORNIA AVE,1750,OFFENSE INVOLVING CHILDREN,FALSE,TRUE,1135,11,28,29,08B,1157862,1895014,2018,03/03/2019 03:57:48 PM,41.86767136,-87.69593454,"(41.867671357, -87.695934543)"
11610855,JC170616,12/23/2018 09:00:00 AM,008XX W JUNIOR TER,1365,CRIMINAL TRESPASS,FALSE,TRUE,1915,19,46,3,26,,,2018,03/02/2019 04:09:55 PM,,,
11610687,JC169890,04/18/2018 07:15:00 AM,012XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FALSE,FALSE,131,1,3,33,11,,,2018,03/02/2019 04:09:55 PM,,,
11610681,JC170533,08/29/2018 12:00:00 PM,064XX N BELL AVE,1150,DECEPTIVE PRACTICE,FALSE,FALSE,2412,24,50,2,11,,,2018,03/02/2019 04:09:55 PM,,,
11610676,JC170408,12/20/2018 09:00:00 AM,074XX N TALMAN AVE,1154,DECEPTIVE PRACTICE,FALSE,FALSE,2411,24,50,2,11,,,2018,03/02/2019 04:09:55 PM,,,
11610673,JC169605,03/07/2018 09:00:00 PM,048XX N Drake Ave,1153,DECEPTIVE PRACTICE,FALSE,FALSE,1712,17,33,14,11,,,2018,03/02/2019 04:09:55 PM,,,
11610569,JC170438,12/03/2018 12:00:00 AM,050XX W MONTANA ST,1150,DECEPTIVE PRACTICE,FALSE,FALSE,2521,25,31,19,11,,,2018,03/02/2019 04:09:55 PM,,,
11610564,JC170338,09/01/2018 10:00:00 AM,026XX W HOMER ST,2826,OTHER OFFENSE,FALSE,TRUE,1421,14,1,22,26,,,2018,03/02/2019 04:09:55 PM,,,
11610537,JC170188,05/13/2018 05:00:00 PM,013XX S FAIRFIELD AVE,261,CRIM SEXUAL ASSAULT,FALSE,FALSE,1023,10,28,29,2,,,2018,03/02/2019 04:09:55 PM,,,
11610514,JC170085,07/01/2018 07:00:00 AM,079XX S DREXEL AVE,1154,DECEPTIVE PRACTICE,FALSE,FALSE,624,6,8,44,11,,,2018,03/02/2019 04:09:55 PM,,,
